usps,congress,year,cd,R_isoa,R_isop,R_LIC,R_SCC,R_mean,R_harm,R_dyn,pop_hull,A_hull,IP_d,obj_ip_dist,obj_polsby,obj_lic,obj_scc,obj_inertia_a,obj_inertia_p,obj_mean_radius,obj_harm_radius,obj_dyn_radius,obj_axis,obj_exchange,obj_hull_pop,obj_hull_area,obj_rohrbach
MI,111,2000,2,67316.76681392787,106534.51611429869,37823.183017283205,117303.89690811168,56171.638088545806,39748.698108301265,63369.480712418874,980046,16264803096.182507,65508.0935965578,0.9304132171277896,0.3992692118735817,0.3156964153289834,0.32932266255593867,0.5604991643789613,0.6686534187957255,0.7989413531411648,0.8467795175393328,0.751152475395833,0.11090024047976536,0.6433492535955438,0.6719756011452523,0.8752811193963934,0.6344911485975079
MI,111,2000,3,39569.93298820556,56143.907289359144,24200.320786301378,44220.616497335635,27610.471100882452,19890.62797093884,29694.62976994039,724211,6178373915.763439,24664.972044375274,1.4525539456600263,0.496735686983324,0.3740344601485044,0.8007206774164141,0.8826216918097184,1.655450236260788,0.9554330032647379,0.9946878762706519,0.9422635730377582,0.6995167741680092,0.8271626142851068,0.9126345774919188,0.796170925420213,0.7192089865405066
MI,111,2000,4,79400.82868927116,188512.07915058482,41797.00623645994,138507.83262916177,64206.746457270456,43148.96080495264,71288.48405008641,923834,28454676593.810932,91341.58232101251,0.7870531974344842,0.17740738866342926,0.27710239653402313,0.32862560844961447,0.6133188908789928,0.53891759731418,0.824428719933269,0.9200781108980673,0.7875727075156812,0.19274078262051136,0.6783932262617284,0.715235637571252,0.6960593777623882,0.5734896738655946
MI,111,2000,5,38250.93446058809,68436.94432738503,20501.775672717602,53102.667313914724,29501.95262531599,21732.355785147745,32103.572288775515,770158,6013347020.401621,34362.14671017173,1.007881200884903,0.31239413959588636,0.28727567634812273,0.5188614759421972,0.7064566035689639,0.8489960742563992,0.8643706841235652,0.8800457446663333,0.8425073353366579,0.1906798892828678,0.7153972594513266,0.8530859901474762,0.7643947654312632,0.6251615495374263
MI,111,2000,6,53137.084905751006,75774.64089843501,41843.47656296231,71150.19260428962,37415.453366802845,27616.250081796392,40367.209058267166,713181,9884604622.751608,48462.74437441492,0.992744076966765,0.49175374609511663,0.620097628758563,0.5577547668182145,0.8851289157272015,0.9394608462657859,0.9467939068708848,0.9620619155092495,0.9307949185961083,0.388935619770668,0.8675565052435177,0.9383606686100724,0.8973999085464337,0.7664801627785748
MI,111,2000,7,60056.383684640474,90615.08992358492,40099.82197192013,73746.97778255973,42427.336084510585,31311.805485242858,45673.438654034595,1137730,14198397100.756134,57547.895680176494,0.9448814282640088,0.4392555963976417,0.445827172055793,0.6631776789885513,0.8596447484301697,0.8558051142593592,0.9436743575732206,0.9590054414611261,0.9297805772545905,0.45651649743099776,0.8275938642042238,0.5816924929464812,0.7980478083792563,0.732559574860113
MI,111,2000,8,43453.104691386565,75092.97961441375,28915.731894321198,67708.37728505548,34543.15690826403,24558.10787507756,38493.94194921851,1143219,8304177862.33467,47528.41251043442,0.827780299541042,0.3348443303134769,0.44281951797648933,0.41186682586138396,0.6389621943228316,0.5874669897904091,0.8386244644013403,0.8846997682481132,0.7982031310646845,0.1309142006512576,0.7137648224060097,0.5799107607553758,0.7143233620145968,0.6190601669555789
MI,111,2000,9,16338.50248954249,24952.403138722893,11131.494661152467,21708.284514775038,11613.049258537803,8600.795370219854,12558.101569377006,807411,972442080.0238284,14998.158664305707,0.9863291947080373,0.428745663500093,0.4641757709943558,0.5664655295451659,0.8487281933287063,0.9616649580883018,0.9379392742195067,0.9498250909511433,0.9199691403166377,0.6577625620514674,0.8277193338200844,0.8197460772766286,0.8624037302540282,0.7028329111659493
MI,111,2000,10,54483.672977592185,99305.83848200834,30779.17924689937,82723.04785019094,43375.96927689693,30238.587080328194,47674.61606581639,990083,11162146436.184917,47991.10058026814,1.0279056447451977,0.3010115705377199,0.3191400542655144,0.4337901643236419,0.6510083506893606,0.863853205582198,0.837386443628692,0.9008964743104135,0.8080982670782197,0.3128399042856388,0.672200748776522,0.6660966807833283,0.8354777953373697,0.6132088070143318
MI,111,2000,11,18484.065211098154,32371.45482885111,9714.323104066227,28234.630156290405,15762.802412321562,11045.429204116668,17293.403334873175,959067,1528744236.114452,17628.5577342231,0.9493542367506642,0.3260397477673126,0.27620408949587044,0.4285788916932618,0.5678356259027596,0.7856201204635285,0.7817588407439284,0.8367291514669742,0.7557915351632958,0.21999577284398825,0.6201002445816499,0.6850918653232777,0.7021178659301398,0.5876700861913586
MI,111,2000,12,11513.211505449914,21623.201590171186,6087.160867356164,19909.710632462058,10480.366635173677,6756.074445230312,11809.402693842601,858644,558835189.5134089,13359.85829399452,0.7802651583367998,0.2834999402050892,0.27953525714722355,0.3343975369711671,0.47122195773419545,0.5442476314695645,0.7323669680797779,0.8520636945895459,0.6893718623875321,0.1685937517280788,0.5768919309898889,0.7770461332053796,0.7451764016870248,0.539744520375964
MI,111,2000,13,9765.201416150352,18452.897196744896,5485.976110476975,18325.368276410616,8988.061608318234,5737.7632147481345,10143.61639705875,772852,348486785.1375471,11930.664219196258,0.7410784178785269,0.28004852291960586,0.3156061179193277,0.2839598829206568,0.4630806543431679,0.4768242922772891,0.7243090402727765,0.8509589059940849,0.6807276488703359,0.13411979661959256,0.6047151977491654,0.856928622815235,0.8596585156015281,0.5176944873588476
MI,111,2000,14,10439.254334475316,24460.249077890272,5482.487603887137,20028.63267839152,12050.854302006937,6527.849835179614,13392.467797219277,1036004,550957096.5891231,11832.865288612638,0.798779924640684,0.1821449801935081,0.2758140336584484,0.2716666664193335,0.3030685204413594,0.5196967950281289,0.5775111635439142,0.7995936332830854,0.5511805323863639,0.220838408303139,0.3714519743464027,0.6376886575727507,0.6213997131534553,0.4815592920178501
MI,111,2000,15,28445.55588356877,48033.767546525625,19365.772663870546,36600.92101743683,20360.319029134305,15278.667500372198,22050.298174583808,982520,2936701055.109588,28930.55320413234,0.8902362409089788,0.3506998226879972,0.4634904693943392,0.6040109644315531,0.8315135204151644,0.7313730962186241,0.9314050479878699,0.9308912535362073,0.9121892729358531,0.8728063295159274,0.7973531517819407,0.6796502870170582,0.8656034601071679,0.6915265526172065
MN,111,2000,1,105667.1430054074,179189.5852453387,49143.11362840382,202558.74024043616,104262.60340186296,57403.80238630016,117746.55967935981,717697,40889500397.0644,118986.26428262707,0.8040641866753038,0.3477398016328312,0.2162944659756151,0.27213096129324565,0.40255919946380075,0.5391057350515224,0.6756474488948568,0.9203845269196457,0.6345659148870215,0.057464605552580754,0.5225553738690237,0.8560241996274194,0.8578631226398264,0.537900790212598
MN,111,2000,2,51008.408431805685,90319.44703330145,35150.80415833904,64660.49231634688,36638.639210734014,27986.323073165633,39759.3586181198,1132998,9638551561.243088,35382.06543395982,1.3052874869734619,0.3189488243378506,0.47488339518997713,0.6223082117473671,0.8283181904534311,1.493464646134659,0.9281350605194194,0.9113095760820848,0.9071673375340914,0.5461599918114783,0.8025058247527922,0.5450256752439104,0.8480503611626627,0.7045573801952079
MN,111,2000,3,20577.4643647016,40516.02950168681,13685.166317316896,24066.005059581134,15100.160951036461,11086.691718872658,16281.594541667948,1236699,1820379404.7427487,19496.78922406769,0.9556004482688817,0.25794668989087854,0.44229949456330997,0.7310981908084047,0.8016371715274825,0.8634803889340622,0.9084876393669248,0.9280254600059359,0.8936756504203197,0.3521890510526511,0.7956594546473291,0.49830718711667105,0.7307547985267332,0.6309771974266863
MN,111,2000,4,13461.505314295997,21059.602880281396,10038.245183608813,17656.167493614834,9412.937542026051,7110.851850194291,10118.108659808087,667330,661585778.7755336,11079.121358190429,1.1001094380806413,0.4085892151048481,0.5560685643110888,0.5812920372001865,0.8860162383082455,1.1612359712690283,0.9534044857016745,0.9465466021436086,0.9407609675638716,0.6019815967133859,0.8448628268819194,0.9196409572475387,0.8605001799188946,0.7655598352980317
MN,111,2000,5,10339.511175954956,18608.694312573083,6692.017917813,14104.260274248752,7618.289019833773,5593.84638679158,8327.415961400844,740411,442160102.84649533,9105.87894968268,1.0280771757002714,0.30872244885189976,0.4189036806583627,0.5374021339699014,0.7678370557114489,0.9943424112874995,0.9047973150783717,0.9241861914879389,0.8779600419338195,0.3936854497210885,0.7737672650540104,0.8267745887081634,0.759574425905061,0.6391710455024348
MN,111,2000,6,51658.629542922914,103873.47606695672,29255.37864868887,87276.2411397329,42295.05847046529,29678.071221267168,47517.7036636438,2216438,12402989418.855742,56526.99396978681,0.8274363060644508,0.2473297910141439,0.3207197361149709,0.3503432012351701,0.5959469456963615,0.6029562510311841,0.8142579206031241,0.8703164898718988,0.768727536060471,0.08357782554771627,0.6913685538307237,0.27846481606974793,0.6759417326088906,0.552692041327774
MN,111,2000,7,166837.41288366367,304182.2319824405,91290.70255933926,270838.46095617645,154679.53786814312,81564.87050135882,170516.53048338002,1000424,108624941975.66486,180651.90330766165,0.8361775212171488,0.30082865976666395,0.2994099338467547,0.3794601891931718,0.4781595296305953,0.6192186877989799,0.719066939657244,1.022728362456508,0.6918500257495972,0.11291290935718576,0.5320917485553993,0.612763188408115,0.8050209981282614,0.5628049020390627
MN,111,2000,8,156949.55247087215,276969.10741103924,104820.21939328298,192222.58898041505,111327.11718138383,82699.67135729514,120152.3440530433,698283,83440856234.3275,135078.48203207718,1.0520139369351995,0.32111271352490833,0.44603605433907684,0.6666706237204154,0.8528247216166122,1.060234241997908,0.93987015589476,0.9489127943011302,0.923661487680619,0.6686610630370685,0.8409906611698785,0.8811098079145562,0.9274516625515815,0.7367839491185857
MS,111,2000,1,97990.92670892927,157747.7247532241,77209.78078948562,119898.45532264137,67209.37698534635,51159.87503932482,71984.15742227745,783082,35175200093.37162,97065.77771054041,0.9140444362858929,0.3858740041826459,0.6208303062650319,0.667950921973974,0.9252204576996739,0.7992785982804199,0.971996578496224,0.9576931788203846,0.9625735891324634,0.43746176231930894,0.8646210241459495,0.9089418477247594,0.8576005004962352,0.7657024891802298
MS,111,2000,2,107226.52071370214,301721.84484791884,61947.53964188542,168306.58597455634,83835.04153979331,59274.1254414422,93337.80003368086,977960,43921308237.91754,103887.85048081761,0.9345123323159944,0.12629638488252046,0.33376723124940005,0.40588425750972823,0.6502683516107828,0.7630198161694148,0.8526786154037651,0.9044968602669037,0.812324694736096,0.20818766746846107,0.726186621946459,0.7241993537567999,0.8223922966704638,0.5466950800484172
MS,111,2000,3,104772.09436913105,264805.04926347296,48932.678237959175,181799.88961633688,97206.85815456173,64103.21921022859,108480.6615823964,1150289,51576253529.87881,117372.16098226115,0.8082172361091882,0.1565448291869204,0.21812564198733808,0.33212687598311774,0.4628310937164767,0.580772092339373,0.7185507714043547,0.8172139844141646,0.6829333203435363,0.17685214109878059,0.5320433377854407,0.6172144565409214,0.6686384261228548,0.49369021054807777
MS,111,2000,4,85148.6665329034,163632.67049219136,62322.91189728026,109138.86529413458,62426.11361229381,46921.95571897976,67863.83428115211,739409,24486058539.611286,81240.77461102878,0.9489675864442788,0.27077942763359825,0.5357223570159434,0.6086909348232057,0.8011888828741117,0.8271427200710475,0.9093274337267596,0.9073435370305875,0.8872059787392529,0.2863005176493031,0.7959250132523489,0.9584005604476007,0.9302221820179587,0.7150558157306791
MO,111,2000,1,13670.731309641295,21481.649069868745,9492.445036619985,15319.925540480612,9564.568368254593,7396.304161761335,10237.944840783162,683816,697712593.597058,11188.71417473952,1.1062649459593978,0.4049936930829713,0.48213947112716055,0.7962880278134804,0.8955246070116382,1.1980236007770069,0.9528732005663261,0.9241596215254745,0.9441999310563924,0.5459463999028373,0.838535763879064,0.9013521181136446,0.8415052035949594,0.6837218179565372
MO,111,2000,2,32609.609882313416,83531.91663563479,19613.94071546034,45079.48316781338,27891.786172969583,20118.874869087227,30290.160993996476,1477607,4912781965.136433,22780.56769648439,1.2960705541275646,0.15240047258797232,0.36177496489554367,0.5232790527968155,0.5760224198868058,1.3662173423654767,0.7794316142653724,0.8104232988798563,0.7612530116364145,0.1771135185233372,0.5973706487095862,0.42116949906165846,0.6800073221747531,0.5927347033494444
MO,111,2000,3,32281.561926108243,67453.07006741266,17550.519639082457,49019.41158011522,28099.134332352824,10878.553102187037,30897.355320856113,852149,3948577595.856046,22582.26824194177,1.2942988372144157,0.22903699516139914,0.2955771654595889,0.43368349260754224,0.5461797932631557,1.2282393945224936,0.7658969500456544,1.4837249780772004,0.7387852814003278,0.2093123282705909,0.5729048749900739,0.7225954615918109,0.8291216870991556,0.6322444794993648
MO,111,2000,4,110580.57707768312,238211.79506305556,68502.58488722805,138802.25231529423,78444.19531093827,58532.67582651922,84364.08488550113,1340605,50981362804.05774,112585.45107922863,0.8892915445289493,0.21549201418655753,0.38375691572552906,0.6346944157801309,0.8630894233537325,0.7766584098504634,0.9397812601205412,0.9446055174841564,0.9268431705894032,0.6899838650548974,0.828562426828394,0.46870405525863323,0.7535223462341004,0.5861349805965301
MO,111,2000,5,20690.94157118533,37830.37205016126,11296.139156622377,24888.89087767111,14903.778813485393,11145.513347048383,16057.899254988915,695319,1901130678.286063,15589.931739954356,1.2016655861995023,0.2991433023592328,0.2980571599633585,0.6911135716158658,0.7873584710300898,1.294403088235268,0.9255344714976372,0.9282184196865557,0.9111219881127522,0.5163366174960399,0.7574625029346076,0.9006269064990314,0.7074543336208486,0.6453531218327087
MO,111,2000,6,104042.49707512179,224157.24076179412,59874.83165512308,154319.17884814632,78835.21210023876,53205.64512642302,86659.46157110533,1034855,45125147036.819565,81212.95946226903,1.1599332913140805,0.2154348654196872,0.3311822686613929,0.45455006738325054,0.7206957006122489,1.1177618298059748,0.879831015467488,0.9777392683417736,0.8489454455360954,0.6937508568213573,0.7633309799896952,0.5941557029728802,0.7536206265431619,0.5893411085964341
MO,111,2000,7,67682.33154650066,101365.76834625386,44044.155613230505,77390.7698428383,48003.66566667448,38519.161925313085,51395.888633166986,636592,17581134379.83311,61799.001085284835,0.9916112356108093,0.4458286653238273,0.4234732234095758,0.7648429861544445,0.8752021929276621,0.8696956039945607,0.9399605996268415,0.8785540515877999,0.9311763426182399,0.22334391430550438,0.8132322352083181,0.9728617387588911,0.8185658105980332,0.7079346709182435
MO,111,2000,8,124596.68458630356,238129.15808356562,72472.24521439626,162629.64434388326,92265.68761026283,69003.15767025354,100305.35227464883,716133,54669820086.08748,128571.7650214748,0.8774218870101612,0.27377123778576334,0.33832217154893907,0.5869668144061999,0.7683126847077411,0.72612516171555,0.9002746149981509,0.9028332093272866,0.8783495455267327,0.4204378769331595,0.7544788221015584,0.8635644496203917,0.8921034123078295,0.6122749883914111
MO,111,2000,9,107733.78552726338,215882.3991441788,55960.47769108769,147385.26416158443,84144.58905334157,56256.79711398089,92250.5923154704,1062324,46611903204.23741,104071.37403773275,0.9372775503095359,0.24904014978631245,0.26981058626705906,0.5343129647682036,0.6811606458244136,0.8237165615701016,0.8535608111332267,0.9575179449781498,0.825786462689734,0.4011420166663242,0.6758549434205583,0.5964206776840211,0.7822703636784777,0.5669083816734117
NE,111,2000,1,99582.68138492739,188401.23213627865,49018.28135858566,155672.25906831125,83068.83434470823,55888.071953917075,91604.60805505278,1192422,37570485429.592094,82887.275764825,1.0877861705506215,0.2793831145528395,0.24229727426965234,0.4092089995514389,0.5980038265975934,0.9588605095072038,0.7991980961370916,0.8909117625943423,0.7686904708298405,0.19003842151698397,0.6327075383335844,0.4820818468629395,0.8292217756606179,0.5464215593061733
NE,111,2000,2,18623.668132429084,31020.683901159904,12238.343734956992,23211.557066150162,13241.099097290646,9624.438211607823,14389.440065708593,575515,1235878255.7568586,11819.440371006507,1.4266449165803567,0.3604356266198181,0.4318320239650741,0.6437569029714513,0.7908243437048621,1.816810953473222,0.9376698009527926,0.9675197514368936,0.9151796016296149,0.5688397766960304,0.7754989030537578,0.9830291130552635,0.881667088720957,0.7591727778225863
NE,111,2000,3,231246.72695074903,321415.67328047287,166410.89427358104,305067.32631291676,166165.1054683883,112133.10087555555,180528.40564732676,660860,176169425891.24185,216375.25796598912,0.9676439352617202,0.5176271982109584,0.5178599438986873,0.5745922941224573,0.8188291994288541,0.8016082536607086,0.9277789352901253,1.031126068685931,0.9057639885963835,0.21879344032240705,0.7866128584276821,0.8610265411736222,0.9536093983180337,0.7460111819811882
NV,111,2000,1,12082.438719620894,25926.61973252226,7108.088704185678,14031.987705153359,8355.700327329101,5965.384712689398,8975.679073546627,892598,647422237.7319826,9715.521973215356,1.1259939213109131,0.2171787886597427,0.34609591671969764,0.7414311210645121,0.868855331607221,1.1747342035161568,0.9640076631360829,1.0127124486975225,0.951858269653903,0.5356688066441649,0.7974368666328089,0.7326702502134219,0.7083884351227597,0.6816000936646487
NV,111,2000,2,295154.214832156,407023.67804739776,244687.91915848907,349999.3096892035,198896.23846983747,155534.634618899,213253.44146737483,1987347,281939380403.8978,193479.07195499173,1.381219105314727,0.5258460667905205,0.6872695089647524,0.711153911631868,0.9571720247248043,1.129277975424975,0.9893071788012255,0.9488375870601488,0.9786737572323679,0.3791242632657218,0.8668926309429319,0.33246131651895716,0.9707158266044273,0.9242343619084444
NV,111,2000,3,62553.32545555174,161505.7459791689,30346.670259676917,99128.67092369813,57575.97628486563,44573.856425646634,60607.635403921566,1368411,17718422230.718513,20028.582363821824,2.827794041417317,0.15001160200411642,0.23535383878726274,0.3982009010362763,0.54128365478904,5.0108330730708746,0.7242989118246118,0.7016817757276235,0.729807066726905,0.4841275278958947,0.5239352802871451,0.49952901577084663,0.6937861584902001,0.6938376749605681
NH,111,2000,1,46484.08155978469,98066.01539429718,22580.651452566937,73694.37099520535,41816.941243232824,27100.115672126045,46345.80943594525,755613,8978238345.76605,43648.11866174374,0.9642425862057049,0.2246836395026653,0.2359741472448952,0.39786879289456895,0.5028540552752245,0.8023143108000573,0.7410725601920511,0.857636220490308,0.7092164251350702,0.42320316782919154,0.5619467191941471,0.817316536375102,0.7560791314696185,0.5044374623534
NH,111,2000,2,74104.44357837606,172537.6759796346,35662.58651807831,136877.87440136942,74368.60777446615,46339.61662742535,83389.52254833968,1010705,22320571261.10007,72660.89486285794,0.9234025971207669,0.1844678191711663,0.23159926415176577,0.29310416961944374,0.39486498922608243,0.7048759550176554,0.6642986048011799,0.7995798085057803,0.6283733611731647,0.22542055104883452,0.5242851492148289,0.6116631460218362,0.7729173719442083,0.5045062916717507
NJ,111,2000,1,17025.24384021397,36888.40568980573,8858.014157302818,23541.530232827063,13834.873388939332,9540.789366292509,15217.65359229299,788157,1283240283.644702,14155.850096688786,1.0889425521020628,0.21301339314739362,0.27069863054224425,0.5230188037666256,0.6240138416494866,1.099218643139955,0.820402344210598,0.8922345513864894,0.7910986603655376,0.38509163174090705,0.670552475021123,0.8177304775571365,0.7096244482182321,0.5853201157351732
NJ,111,2000,2,41529.482887882514,76216.66143424784,23487.815283296048,53521.27493523359,30106.2628638342,22593.757041887242,32418.26064029783,915994,6349353020.579864,42422.73041219658,0.8863504907169434,0.2969020556568852,0.31986903395050675,0.6020882424181142,0.8212973520990875,0.7391981399647118,0.9196200156251808,0.9190477442704585,0.9058406709423822,0.3444490356040946,0.8017694015486629,0.7104336927971144,0.8533622856491473,0.6332165430115466
NJ,111,2000,3,29374.380688416903,60782.886136203444,14626.018808586297,42606.82370932684,23953.60628580839,13088.429955833337,26231.70579251492,839236,3901475370.6662326,37104.27926075659,0.7167906013788622,0.2335472740132077,0.24792185755943089,0.4753123727502964,0.6254908240401327,0.4426304407973423,0.8175353733916361,1.1221506623613453,0.7918213150995923,0.15717296230164204,0.6452622855001036,0.769808492486023,0.6947978102041102,0.5655062962573809
NJ,111,2000,4,24606.884222460296,48542.72550153412,12709.023011066753,36739.95803341581,18567.146905332862,11010.86308141482,20346.338622414565,912045,2676158883.848409,28656.984167618244,0.7774522509323967,0.2569596536288703,0.2667540859372112,0.4485759028874158,0.7290934826733173,0.5318658167141291,0.8835277474391321,1.1173912544600673,0.8551757159101613,0.14287777756118153,0.720351534033993,0.7048709219391587,0.710806237930125,0.5636699172492785
NJ,111,2000,5,30525.704448766286,65280.52153720251,15121.367234098163,55824.57525017658,29456.339770936607,21723.84795798788,32555.411897367365,1885104,4838517486.758008,38085.95398047096,0.7256854906899924,0.21865738970716397,0.24538653677138655,0.2990064352601092,0.44137126466130416,0.4001534188601347,0.6908689195861956,0.7025851153948524,0.6630213337268356,0.16243744527590315,0.5958047062016696,0.34655859835849906,0.6050189085963759,0.4893686319166074
NJ,111,2000,6,13035.583392260902,55706.91422372931,3949.7364743964235,30508.77819096038,16390.191651859088,9742.182490399531,18381.73572792873,1195912,1295601143.2866828,23533.65316422535,0.5015205196978674,0.0547573900895716,0.09180689440351636,0.18256239042182293,0.24902333400924556,0.2130065546323771,0.5302188719183287,0.6690278797952546,0.5014515250257633,0.0753402768539636,0.36708872256161473,0.5369391727819438,0.4120401102255533,0.26466228595798874
NJ,111,2000,7,22281.50941360638,64173.83842875662,10145.899199711688,36922.64648014511,18825.74375522866,13263.752220933786,20896.777176877113,1218340,2460540760.5679846,22932.170704014665,0.8797251846904088,0.12055165657949136,0.2073441901462873,0.36416950137317594,0.5645912160252228,0.6390942928971103,0.7890439709690236,0.8399398994516852,0.7539634589618335,0.17389494579342643,0.6600634164074761,0.512694321782097,0.6338821533478907,0.4556402205209233
NJ,111,2000,8,9504.586060959917,20880.31597159155,5209.2355154545085,14555.702955860032,7759.962318452108,4119.334959826599,8558.37662719778,888022,417765979.46615183,9361.334370066133,0.9192698847415207,0.2072012075824406,0.3003873024112124,0.42638316256013453,0.6229179860457621,0.7775559531255368,0.8165491592967608,1.1536554023467913,0.7852841197380713,0.2994835951394052,0.6934886128558589,0.7308636497744425,0.6793337901663674,0.5334254433776778
NJ,111,2000,9,9094.078072315302,20351.150600181736,4831.215793561437,13654.93191762389,7149.719651337994,4642.880387119808,7900.017827088349,1200906,386139770.43576515,9850.54050386969,0.8358843619709705,0.1996822310221504,0.2822250223511139,0.44354560301288354,0.6860504683793964,0.691136818855661,0.8479659358031325,0.9793573508316006,0.8139835142554447,0.5343206729271996,0.7336166294237547,0.5504111062814242,0.6728568765287262,0.5131111423596837
NJ,111,2000,10,7564.905960691446,23613.195957959346,3281.0749338799073,12503.708901148017,6089.662556437477,4196.048111755244,6757.718628853792,1064645,334608518.1943957,7818.249040431356,0.8760756643119944,0.10263548170885839,0.18811578129841208,0.36604068442241006,0.6315980414963821,0.7015434979112782,0.8281691462739006,0.9014322237510022,0.791568367615027,0.6107166337412386,0.6993956970534442,0.6125497231471524,0.537303843680514,0.42290285004599626
NJ,111,2000,11,22747.92568755991,45627.25091636186,15863.599706997318,27543.10949015388,15712.953836437178,12071.620739584638,16828.790157780048,799289,2116860124.8684351,20673.07737994247,0.9962865189790553,0.248562149447287,0.4863174839885902,0.6821151015416765,0.9080428731734922,0.9405748333161379,0.9651453157419349,0.9422067748105307,0.9558151454021773,0.78120538216611,0.8883108205005219,0.8121780732626122,0.7679647960005216,0.701151075237797
NJ,111,2000,12,23012.63766169318,76631.50736726513,10108.272786444373,44846.54080546564,22430.954205166265,11708.82477115978,25450.294332001336,1291108,2950952185.062497,27162.082834505243,0.767098111075343,0.0901816261525175,0.1929394819117728,0.26331457530861496,0.412276307749287,0.5280041444935462,0.6839547841257372,0.9827048449121909,0.639379330207242,0.1641436443372146,0.5656040020053256,0.5126921992583114,0.5637940640421572,0.41892243120626055
NJ,111,2000,13,7534.20596588261,28438.72652028997,2165.1008367952054,19782.93893174061,10382.304916256724,7155.819839276847,11576.515329975997,1063808,335401888.3742349,12560.80243034043,0.5430848491098839,0.07018667799093377,0.08258121698020575,0.1450418586163207,0.19853469136603435,0.22134479342447952,0.48378505714952696,0.5264390478732345,0.4601979073561838,0.14652524216178392,0.3701900582475608,0.5986381001082902,0.5316910456593977,0.31241860513354636
NM,111,2000,1,62377.85819306188,113199.7985890809,43539.851961490196,64237.69674168485,39218.70800461515,22084.41675564472,44440.39301229137,711145,15950485923.439676,18044.566634533498,3.129908096778976,0.30364742964793584,0.4872063933530734,0.9429333490291464,0.9745545382968086,6.52350883256957,1.060341885573613,1.4122595783997387,0.9925161218085428,0.57329629972882,0.7807805275792918,0.8279310126626778,0.7663671348049812,1.0061083179341548
NM,111,2000,2,239587.1982748666,379737.2714047342,151480.41694261113,300115.83918797795,173169.08961210848,139470.4466356237,186005.94128837282,1276108,202690435142.0508,210325.9240297305,1.0313792423956474,0.3980712081974674,0.39974750867017245,0.6373080208796182,0.830674158352384,0.9798376724779803,0.9223632185610487,0.8589174411293201,0.9107974262122888,0.5080732384591781,0.7891205859262689,0.48274283994771605,0.8897005017929088,0.7116117932654161
NM,111,2000,3,197465.0010741729,326791.6607985327,99593.1545376784,286901.39588520874,164448.66710912547,117930.04450688719,181350.46785844403,1288550,162118915527.818,195868.26611195004,0.9127958066359455,0.36512227845299206,0.2543775107919198,0.473712605353695,0.5922564861483137,0.7014805390633716,0.8005132322665298,0.837212441917805,0.7699392395036225,0.15536421153526972,0.6176785618538513,0.47668697373016183,0.7556078247132039,0.6367326163987802
NY,111,2000,1,26389.185758580097,65821.24378937685,12938.710890239709,56727.11888324769,25348.20054112431,16521.545380689007,28767.18036770312,844051,2383931990.8851314,24511.630336048802,0.9747682502073239,0.16073846294902316,0.24039755000626137,0.21640661255168284,0.41255026009160606,0.6928813468276445,0.6940449471818698,0.798629460819832,0.6486548894042108,0.10101501470178664,0.5265212805253324,0.7738193545176772,0.9177153406671577,0.547300191680062
NY,111,2000,2,14861.141426252307,32855.59716042622,9067.616627333198,20284.523653957458,11738.3579755984,8434.097777022975,12698.874828694285,998633,1053453197.7403995,14295.030558364722,0.9412709647277423,0.2045905662136703,0.37229051014584613,0.5367532803449009,0.7051469811383001,0.8612920052138789,0.8440215946810462,0.8810154813914143,0.8275074776649181,0.3216771875841792,0.6912662549287437,0.6299781801722956,0.6586261369264421,0.4985682737473587
NY,111,2000,3,14237.714387416629,37241.35095485585,6369.406455698629,24194.30968751758,12914.917113154346,8626.840117232776,14032.320479649155,1582345,1183374245.0762541,15013.641342499714,0.858621626199832,0.1461603920956917,0.20013238651248436,0.3463012686739878,0.49455681646226374,0.6382275970446866,0.7349493232088425,0.8251986934924006,0.7174568458966157,0.7201285227836735,0.5409315107003204,0.43316596570280186,0.5381561563705405,0.44760260723206674
NY,111,2000,4,8766.442187153709,16225.790834946916,6363.458229113646,11885.593479769053,6492.730087834303,4224.875213422365,7116.425720047722,854920,302988618.42552483,7833.407939460501,1.0132583991783675,0.2919006080663501,0.526913892444463,0.544007643758875,0.7658602425924916,1.0028466858799938,0.9001290231341208,1.037479421794856,0.8710567581635135,0.4802553083137602,0.7805850844014212,0.753527815468114,0.796838490376499,0.6717442672753245
NY,111,2000,5,7800.4683476434375,16058.616136107861,5114.547027703213,11497.527263334192,5947.677903557905,4295.98032250871,6500.036571610467,957106,241420092.48727155,7495.498473471298,0.9422534625739872,0.23595279386437978,0.4299054934053634,0.46029097717069284,0.720132677912051,0.7525381115167917,0.8743432842339128,0.9078798972580283,0.8485743125108444,0.16720883724513777,0.7312096535490524,0.6998817267888823,0.7918042319565306,0.6235664985639778
NY,111,2000,6,6113.42143959912,11261.157969191585,4399.385298116304,9597.653584993752,4511.670320598856,3303.06707863542,4983.510837641311,782583,149657572.49136963,5899.4580075864305,0.9382526607872952,0.2947152235446504,0.517863529484513,0.40573131655907085,0.8002169590467476,0.8376886136642145,0.9033493148774896,0.9254158777369923,0.8674289867176768,0.7337402800925354,0.7805572684318061,0.8479752307422983,0.7845485924176655,0.6379768484972749
