county,cd,pop
1,6,75069
3,2,82879
3,3,218099
3,4,179487
3,5,57191
5,1,54896
5,2,426802
5,3,135138
5,7,188193
9,5,88737
11,1,33066
13,1,64960
13,8,102174
15,1,101108
17,5,146551
19,1,32618
21,6,117141
21,8,116244
23,6,30097
25,1,153385
25,2,91441
27,2,38900
27,3,91700
27,7,156485
29,1,20197
31,3,109987
31,6,358738
31,8,503052
33,4,540577
33,5,322843
35,1,47798
37,5,105151
39,1,26470
41,1,37777
43,6,147430
45,1,98733
47,1,51454
510,2,83655
510,3,165102
510,7,372204
